Class Index,Title,Description
1,Talks on conflict in Sudan #39;s Darfur to restart in Nigeria,"After a month of suspension, the Sudanese government and Darfur rebel groups are due to formally restart negotiations on Monday in Nigeria in the hope of ending a 20-month-old "
4,Firm Intros Text-Friendly Coat for 2-Sided Discs (Reuters),"Reuters - DualDisc and DVD(plus) discs have\until now been devoid of graphics, apart from limited text on\the inner ring. Because both sides of these CD/DVD hybrids\contain optical data, it has been impossible to apply graphics\to them."
3,U.S. Faults Fannie Mae Accounting," WASHINGTON (Reuters) - A U.S. government review of the  nation's No. 1 mortgage finance company, Fannie Mae &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=FNM.N target=/stocks/quickinfo/fullquote""&gt;FNM.N&lt;/A&gt;,  charges it with using improper ""cookie jar"" accounting to  smooth earnings and calls into doubt past financial results,  the company's board said on Wednesday."
4,Is Google Ready to Browse? (Ziff Davis),"Ziff Davis - New hires, a domain-name registration and Mozilla bugs lead to speculation that Google is preparing a Web browser, but the clues could point in many directions."
3,"Infineon falls on Philips, fibre optics fears","Shares in chipmaker Infineon (IFXGn.DE: Quote, Profile, Research) fell 3 percent on Tuesday after Philips (PHG.AS: Quote, Profile, Research) gave a cautious outlook for its chips unit and analysts worried the German firm "
1,Senior Islamic Militant Wounded in Gaza Blast,An explosion wounded a senior Islamic Jihad field commander in a Gaza refugee camp Thursday in what the Palestinian militant group called an Israeli assassination attempt.
1,Push and pull,"While expressing anger at calls to halt its uranium enrichment activities, Iran still found a way to keep the door open for dialogue."
4,"Sony offers a smaller, book-size PlayStation 2","TOKYO Sony on Tuesday showed a smaller, book-size PlayStation 2 that will go on sale worldwide next month as it fights to keep the lead in the competitive video game market."
4,"News Bits: AMD, Dell Record Sales, nVidia 6800, Samsung Q30, Half &lt;b&gt;...&lt;/b&gt;","AMD is looking to take market share in the server, corporate desktop and notebook space using its x86 architecture.  quot;We #39;re talking x86 chips down to a buck, quot; said AMD CEO Hector Ruiz at a conference on Friday."
1,Gyurcsany named as next Hungarian PM,"Millionaire businessman Ferenc Gyurcsany has been nominated by Hungary #39;s ruling Socialist Party as the next premier, Kossuth Radio said Wednesday."
2,"Despite Rout, Auburn Remains 3rd Wheel","Auburn gained a measure of respect in the eyes of Associated Press pollsters for its 24-6 rout of Georgia on Saturday, but it wasn #39;t enough to vault the Tigers ahead of Oklahoma for second in the Bowl Championship Series standings."
2,Barrichello delights home crowd in practice,"Brazilian Formula One driver Rubens Barrichello of Ferrari talks to the public after unveiling the new Ferrari 612 Scaglietti at the 23rd International Auto Show in Sao Paulo, Brazil."
4,Solaris 10 appears,"After a steady diet of feature announcements throughout most of this year, Sun Microsystems officials formally launched their next-generation operating system this week."
4,Toogle: Cool Google Image Search Implementation,Toogle: Cool Google Image Search Implementation\\Google has become a synonymous with Internet Searching. It has also become a verb with all those talks about Googling this and Googling that. But the truth remains; Google is the best thing to happen to Internet Searching in years. And it does great at ...
3,Telkom Welcomes Black Consortium As Strategic Shareholder,JOHANNESBURG (Dow Jones)--Telkom SA Ltd (TKG) said in a statement Tuesday it welcomes the sale of a 15.1 stake in the company to a black consortium.
4,UC researchers discover deep tremors under San Andreas Fault,"BERKELEY - Mysterious tremors deep beneath the San Andreas Fault could portend future earthquakes, according to University of California, Berkeley scientists."
3,US Chamber of Commerce sues SEC,The US Chamber of Commerce filed suit Thursday against the Securities and Exchange Commission over the independent-chair rule for mutual fund boards.
1,Four killed in Iraq attack:,"World News: Baghdad, Nov 30 : Four people were killed and 20 injured in an attack on a US military convoy in Iraq Tuesday, reports Xinhua."
3,Mortgage Giants Are Near Top in Lobby Cost,"Fannie Mae and Freddie Mac, the giant government-chartered mortgage funding companies, continued to spend more on lobbying in the first half of this year than almost every other corporation in the United States."
3,Ingram Micro agrees to buy Tech Pacific for \$493 mn,"NEW YORK, September 27 (newratings.com) - Ingram Micro Inc (IM.NYS) has reached a definitive agreement to buy Tech Pacific, an Australian IT product distributor, for about \$493 million in cash, including debt assumptions."
2,Court Rules Paul Hamm Keeps Gold Medal,The International Gymnastics Federation ruled on Thursday that American gymnast Paul Hamm may keep his Olympic gold medal for the men #39;s gymnastic all-around title.
3,Waltham jobs moving to Billerica,"BILLERICA -- General Electric Co.'s  quot;sensing quot; business is setting up its world headquarters in Billerica, as it consolidates three area plants into one."
1,British hostage pleads for life,"Facing a death threat from his Iraqi captors, British hostage Kenneth Bigley appeared in a video on an Islamist Web site Wednesday and tearfully pleaded to British Prime Minister Tony Blair to help spare his life, saying,  quot;Please "
3,Four mutual fund companies cited for improper trade: OSC spots &lt;b&gt;...&lt;/b&gt;,"TORONTO (CP) - Canada #39;s entire mutual-fund industry faces short-term pain but could reap longer-term gain, observers said Tuesday after the news that four prominent fund companies face  quot;potential enforcement proceedings quot; for improper trading."
4,Cisco to acquire Perfigo,"Cisco Systems has announced its intention to buy privately-held Perfigo, but while waiting for the acquisition to close, Cisco has licensed Perfigo #39;s technology in an OEM deal."
3,President Of Delta #39;s Song Retires,"John Selvaggio, the president of Delta Air Lines #39; low-cost carrier, Song, has retired, effective immediately, for personal reasons, a Delta spokeswoman said on Friday."
1,"Martin, premiers reach  #36;28-billion equalization deal; Williams storms out (Canadian Press)",Canadian Press - OTTAWA (CP) - Paul Martin and the premiers have agreed to a vast reform of the federal equalization program worth  #36;28 billion in new cash for most provinces over 10 years.
2,Serena powers into quarters,"TWO-time champion Serena Williams fired 12 aces and had only one double fault as she overpowered Patty Schyder 6-4, 6-2 in their fourth round match at the US Open today."
2,Marlins Guarantee Mike Lowell's Contract (AP),"AP - New ballpark or not, Mike Lowell is staying with the Florida Marlins. Lowell, who could have opted out of his contract because the team hasn't secured new stadium financing, agreed Friday to a revised deal in which the team guarantees the remaining  #36;25.5 million on his contract."
1,Europe cracks down on illegal exports of toxic trash,"Proper waste disposal in the EU has become prohibitively expensive, leading to black market dumping."
3,Singapore Shares End Slightly Higher,"Singapore shares ended slightly higher Friday in a session dominated by Singapore Telecommunications Inc., which fell sharply following news of a placement of its shares by parent Temasek Holdings."
1,US-led forces advance towards heart of Falluja,"US-led forces thrust at least one km (half a mile) into rebel-held Falluja on Tuesday and were not far from the Iraqi citys heart, residents and an Iraqi army officer said."
4,New Priorities in Environment,The Bush administration has accelerated resource development on public lands and has pushed to eliminate regulatory hurdles for military and industrial projects.
1,Diana video tape screened in US,A video of Princess Diana talking about her life is aired on American television.
1,Chilean judge halts his questioning of ailing ex-dictator,"SANTIAGO, Chile A Chilean judge questioned Gen. Augusto Pinochet yesterday about the disappearance of leftist political opponents during his 1973-90 dictatorship, but cut the interrogation short because of the former leader #39;s poor health."
1,Sadr gives up Najaf shrine,SHIITE militia leader Moqtada Sadr has ceded control of his shrine stronghold to representatives of the religious leadership following a deal with Grand Ayatollah Ali al-Sistani to end weeks of deadly fighting that has devastated the Iraqi city of Najaf.
1,Thirteen Children Die in Honduras Fire (AP),"AP - Honduran children hunting rabbits who were running from a burning sugarcane field were caught in the blaze themselves. Thirteen youngsters were killed, and a man and a 14th child were severely burned."
4,IDC: Linux PC sales to hit \$10 billion in 2008,"com December 15, 2004, 2:07 PM PT. Sales of new and used PCs running the Linux operating system will reach \$10 billion by 2008, market researcher IDC predicted Wednesday."
